"Date","Forecast"
2024-06-10,10.7087007883604
2024-06-11,10.7080079467689
2024-06-12,10.7107087933371
2024-06-13,10.7101169852777
2024-06-14,10.7100769830327
2024-06-17,10.7095113227452
2024-06-18,10.7094464117618
2024-06-19,10.7089044798917
2024-06-20,10.7088169648815
2024-06-21,10.7082965659278
2024-06-24,10.7081885383562
2024-06-25,10.7076876799593
2024-06-26,10.7075610377762
2024-06-27,10.7070779119221
2024-06-28,10.7069343774673
2024-07-01,10.7064673434307
2024-07-02,10.7063084796824
2024-07-03,10.7058560485482
2024-07-04,10.705683273868
2024-07-05,10.7052440944847
2024-07-08,10.7050586959988
2024-07-09,10.7046315422319
2024-07-10,10.6780394208149
2024-07-11,10.6783143968175
2024-07-12,10.6777054862704
2024-07-15,10.6776558473969
2024-07-16,10.6770665994413
2024-07-17,10.6769979892638
2024-07-18,10.6764270456286
2024-07-19,10.6763407746648
2024-07-22,10.6757868709069
2024-07-23,10.6756841591452
2024-07-24,10.6751461181679
2024-07-25,10.6750281013212
2024-07-26,10.6745048273404
2024-07-29,10.6743725626678
2024-07-30,10.6738630355951
2024-07-31,10.6737175073213
2024-08-01,10.6732207775348
2024-08-02,10.6730629018953
2024-08-05,10.672578085372
2024-08-06,10.6724087153098
2024-08-07,10.6719349890941
2024-08-08,10.7567713970315
2024-08-09,10.7560246338606
2024-08-12,10.7562068946891
2024-08-13,10.7554888066401
2024-08-14,10.755643277429
2024-08-15,10.7549521216563
2024-08-16,10.7550804914566
2024-08-19,10.7544146310431
2024-08-20,10.7545184862472
2024-08-21,10.7538763837659
2024-08-22,10.7539572143468
2024-08-23,10.753337425814
2024-08-26,10.7533966311854
2024-08-27,10.7527978003814
2024-08-28,10.7528366949024
2024-08-29,10.752257548037
2024-08-30,10.7522773661809
2024-09-02,10.7517167068839
2024-09-03,10.7517186080941
2024-09-04,10.7293027053619
2024-09-05,10.7303501712735
2024-09-06,10.7287740944628
2024-09-09,10.7097540394966
2024-09-10,10.71056048223
2024-09-11,10.7091969206712
2024-09-12,10.7223091782796
2024-09-13,10.7229779252305
2024-09-16,10.7833495287496
2024-09-17,10.7719083027966
2024-09-18,10.7388806552603
2024-09-19,10.7399468658839
2024-09-20,10.7735805160912
2024-09-23,10.7736949172693
