"Date","Forecast"
2024-06-10,4.97148550359473
2024-06-11,4.97167731126627
2024-06-12,4.97167824092288
2024-06-13,4.97185395025702
2024-06-14,4.97217741285809
2024-06-17,4.97253349542166
2024-06-18,4.97266946747051
2024-06-19,4.97278979842984
2024-06-20,4.97299058299225
2024-06-21,4.9731984480069
2024-06-24,4.97337692884644
2024-06-25,4.97355232209417
2024-06-26,4.97373843897841
2024-06-27,4.97392586734159
2024-06-28,4.97410938524369
2024-07-01,4.97429235685777
2024-07-02,4.97447675331578
2024-07-03,4.97466137391598
2024-07-04,4.97484547576917
2024-07-05,4.97502948675772
2024-07-08,4.9752136864532
2024-07-09,4.97539792262329
2024-07-10,4.9747542665928
2024-07-11,4.97514075319449
2024-07-12,4.97536457934961
2024-07-15,4.97510621879034
2024-07-16,4.97533646926885
2024-07-17,4.9756661256172
2024-07-18,4.97583138544351
2024-07-19,4.97596668687773
2024-07-22,4.97615723476977
2024-07-23,4.97635670365704
2024-07-24,4.97653762829465
2024-07-25,4.97671593597825
2024-07-26,4.9769004611689
2024-07-29,4.97708573934877
2024-07-30,4.97726893527617
2024-07-31,4.97745192008174
2024-08-01,4.97763560146128
2024-08-02,4.97781933990489
2024-08-05,4.97800284558046
2024-08-06,4.9781863366726
2024-08-07,4.9783699054621
2024-08-08,4.97714505548911
2024-08-09,4.97707323386436
2024-08-12,4.97718014595278
2024-08-13,4.97745408571032
2024-08-14,4.97766488636247
2024-08-15,4.9778145230757
2024-08-16,4.97798644289624
2024-08-19,4.9781807521124
2024-08-20,4.97836720507088
2024-08-21,4.97854546523001
2024-08-22,4.97872649228878
2024-08-23,4.97891051621989
2024-08-26,4.97909356677322
2024-08-27,4.97927552147195
2024-08-28,4.97945781818918
2024-08-29,4.9796405154862
2024-08-30,4.97982309276019
2024-09-02,4.9800055236551
2024-09-03,4.98018799661196
2024-09-04,4.97990555009919
2024-09-05,4.98008734524614
2024-09-06,4.9802690970597
2024-09-09,4.97980635228606
2024-09-10,4.98004075612894
2024-09-11,4.9801380330997
2024-09-12,4.97970653245365
2024-09-13,4.98018655689348
2024-09-16,4.98032386989249
2024-09-17,4.97732415002276
2024-09-18,4.98086335902694
2024-09-19,4.98115807733305
2024-09-20,4.98023033238218
2024-09-23,4.9807167480442
