"Date","Forecast"
2024-06-06,4.57365126330814
2024-06-07,4.57522561594895
2024-06-10,4.57766622476857
2024-06-11,4.58073954270936
2024-06-12,4.58069236512363
2024-06-13,4.57942184831762
2024-06-14,4.580010965321
2024-06-17,4.58012824391951
2024-06-18,4.58086663190417
2024-06-19,4.58100258971892
2024-06-20,4.58168250354262
2024-06-21,4.58185185696766
2024-06-24,4.58249040481995
2024-06-25,4.58269279419304
2024-06-26,4.58329810586906
2024-06-27,4.58352993145395
2024-06-28,4.58410731771314
2024-07-01,4.58436465891294
2024-07-02,4.58491825138246
2024-07-03,4.58519753574938
2024-07-04,4.58573076922632
2024-07-05,4.5860288808318
2024-07-08,4.58734802374213
2024-07-09,4.58865883431903
2024-07-10,4.58965859147034
2024-07-11,4.59221434289611
2024-07-12,4.59456467906324
2024-07-15,4.59636945651631
2024-07-16,4.59687659594577
2024-07-17,4.59665924568082
2024-07-18,4.5970588136978
2024-07-19,4.59719894460564
2024-07-22,4.59772961622945
2024-07-23,4.59797080395075
2024-07-24,4.59851496196055
2024-07-25,4.59879520924539
2024-07-26,4.59932799834665
2024-07-29,4.59963072179073
2024-07-30,4.60014843901746
2024-07-31,4.60046789197613
2024-08-01,4.60097144357521
2024-08-02,4.60130466030995
2024-08-05,4.60179577020733
2024-08-06,4.60214066110083
2024-08-08,4.56554470509179
2024-08-09,4.56779679983028
2024-08-12,4.56895709997511
2024-08-13,4.57021986102627
2024-08-14,4.56961632622198
2024-08-15,4.56720759613218
2024-08-16,4.56913800273514
2024-08-19,4.56892281113768
2024-08-20,4.56868150824044
2024-08-21,4.57041557904209
2024-08-22,4.569518917636
2024-08-23,4.57037019422854
2024-08-26,4.57125263797263
2024-08-27,4.57051191712342
2024-08-28,4.57192408338812
2024-08-29,4.5719117743508
2024-08-30,4.57186594005187
2024-09-02,4.57315381615339
2024-09-03,4.57267988451858
2024-09-04,4.57336678284985
2024-09-05,4.57408767984728
2024-09-06,4.57371273895574
2024-09-09,4.56305418414368
2024-09-10,4.56313281163742
2024-09-11,4.56404981828031
2024-09-12,4.56125805357304
2024-09-13,4.52924322615225
2024-09-16,4.53285943843666
2024-09-17,4.52341933058947
2024-09-18,4.52194675105877
2024-09-19,4.50285969640541
2024-09-20,4.47773562135371
2024-09-23,4.48316630783103
