"Date","Forecast"
2024-06-06,7.87892049145183
2024-06-07,7.87834098290367
2024-06-10,7.8777614743555
2024-06-11,7.87718196580733
2024-06-12,7.87660245725916
2024-06-13,7.876022948711
2024-06-14,7.87544344016283
2024-06-17,7.87486393161466
2024-06-18,7.8742844230665
2024-06-19,7.87370491451833
2024-06-20,7.87312540597016
2024-06-21,7.87254589742199
2024-06-24,7.87196638887383
2024-06-25,7.87138688032566
2024-06-26,7.87080737177749
2024-06-27,7.87022786322932
2024-06-28,7.86964835468116
2024-07-01,7.86906884613299
2024-07-02,7.86848933758482
2024-07-03,7.86790982903666
2024-07-04,7.86733032048849
2024-07-05,7.86675081194032
2024-07-08,7.86492023822044
2024-07-09,7.86434047644088
2024-07-10,7.86376071466132
2024-07-11,7.86318095288176
2024-07-12,7.8626011911022
2024-07-15,7.86202142932264
2024-07-16,7.86144166754308
2024-07-17,7.86086190576352
2024-07-18,7.86028214398396
2024-07-19,7.8597023822044
2024-07-22,7.85912262042484
2024-07-23,7.85854285864528
2024-07-24,7.85796309686572
2024-07-25,7.85738333508615
2024-07-26,7.85680357330659
2024-07-29,7.85622381152703
2024-07-30,7.85564404974747
2024-07-31,7.85506428796791
2024-08-01,7.85448452618835
2024-08-02,7.85390476440879
2024-08-05,7.85332500262923
2024-08-06,7.85274524084967
2024-08-07,7.8034208042711
2024-08-08,7.80283120640666
2024-08-09,7.80224160854221
2024-08-12,7.80165201067776
2024-08-13,7.80106241281331
2024-08-14,7.80047281494887
2024-08-15,7.79988321708442
2024-08-16,7.79929361921997
2024-08-19,7.79870402135552
2024-08-20,7.79811442349108
2024-08-21,7.79752482562663
2024-08-22,7.79693522776218
2024-08-23,7.79634562989773
2024-08-26,7.79575603203329
2024-08-27,7.79516643416884
2024-08-28,7.79457683630439
2024-08-29,7.79398723843994
2024-08-30,7.7933976405755
2024-09-02,7.79280804271105
2024-09-03,7.7922184448466
2024-09-04,7.79162884698215
2024-09-05,7.81689636271691
2024-09-06,7.81631196075464
2024-09-09,7.81572755879237
2024-09-10,7.81514315683011
2024-09-11,7.83111627508769
2024-09-12,7.81725765561595
2024-09-13,7.85000481208604
2024-09-16,7.86374217991555
2024-09-17,7.86316799800676
2024-09-18,7.8722104175175
2024-09-19,7.90676537933245
2024-09-20,7.91821838663655
