"Date","Price","Forecast"
2024-07-30,0.0425089758933151,0.0425432650856338
2024-07-31,0.0425509156255348,0.0425451034384862
2024-08-01,0.0425100453107634,0.0425469106765564
2024-08-02,0.0425346449957228,0.0425487371888375
2024-08-05,0.0425376325692781,0.0425505517616066
2024-08-06,0.0425534644995723,0.0425523737303692
2024-08-07,0.0425474764756202,0.0425541911176446
2024-08-08,0.0425481139337952,0.0425306623952466
2024-08-09,0.0425551753635586,0.0425317543634677
2024-08-12,0.0425562494653093,0.0425350908862179
2024-08-13,0.0425562687205819,0.042535836943885
2024-08-14,0.0425494054239028,0.0425384353782117
2024-08-15,0.0425406330196749,0.04253987646948
2024-08-16,0.042540415704388,0.0425417780465214
2024-08-19,0.042534188034188,0.0425435664940658
2024-08-20,0.0425279401209884,0.0425453725480639
2024-08-21,0.0425179425837321,0.0425471782596604
2024-08-22,0.0425197792245519,0.0425489830870156
